hospital_id,date,num_modules,num_functional_modules,num_tests,cartridges_used,max_tests_per_machine
5,11 03 2023,4,4,5,5,28
5,13 03 2023,4,3,4,4,21
5,14 03 2023,4,4,7,7,28
5,15 03 2023,4,3,5,5,21
5,16 03 2023,4,3,6,6,21
5,17 03 2023,4,3,13,13,21
5,18 03 2023,4,1,1,1,7
5,19 03 2023,4,2,2,2,14
5,21 03 2023,4,3,5,5,21
5,22 03 2023,4,3,22,22,21
5,23 03 2023,4,3,29,29,21
5,24 03 2023,4,2,2,2,14
5,25 03 2023,4,3,12,12,21
5,26 03 2023,4,3,19,19,21
5,27 03 2023,4,3,4,4,21
5,29 03 2023,4,3,13,13,21
5,30 03 2023,4,3,7,7,21
5,31 03 2023,4,3,3,3,21
5,4 04 2023,4,3,4,4,21
5,6 04 2023,4,3,12,12,21
5,7 04 2023,4,2,2,2,14
5,12 04 2023,4,3,10,10,21
5,13 04 2023,4,3,7,7,21
5,15 04 2023,4,3,3,3,21
7,21 11 2022,4,1,1,1,7
7,22 11 2022,4,2,2,2,14
7,25 11 2022,4,3,3,3,21
7,29 11 2022,4,4,4,4,28
7,30 11 2022,4,4,10,10,28
7,1 12 2022,4,4,8,8,28
7,2 12 2022,4,4,11,11,28
7,5 12 2022,4,2,2,2,14
7,7 12 2022,4,4,4,4,28
7,8 12 2022,4,4,10,10,28
7,9 12 2022,4,2,2,2,14
7,13 12 2022,4,1,1,1,7
7,14 12 2022,4,4,13,13,28
7,15 12 2022,4,4,8,8,28
7,16 12 2022,4,4,6,6,28
7,19 12 2022,4,3,3,3,21
7,20 12 2022,4,1,1,1,7
7,23 12 2022,4,1,1,1,7
7,26 12 2022,4,1,1,1,7
7,27 12 2022,4,1,1,1,7
7,30 12 2022,4,1,1,1,7
7,31 12 2022,4,2,2,2,14
7,3 01 2023,4,2,2,2,14
7,5 01 2023,4,1,1,1,7
7,6 01 2023,4,4,4,4,28
7,7 01 2023,4,1,1,1,7
7,10 01 2023,4,1,1,1,7
7,25 01 2023,4,1,1,1,7
7,30 01 2023,4,1,1,1,7
7,1 02 2023,4,2,2,2,14
7,8 02 2023,4,1,1,1,7
7,9 02 2023,4,1,1,1,7
7,15 02 2023,4,2,2,2,14
7,17 02 2023,4,1,1,1,7
7,22 02 2023,4,1,1,1,7
7,1 03 2023,4,1,1,1,7
7,2 03 2023,4,1,1,1,7
7,3 03 2023,4,1,1,1,7
7,8 03 2023,4,1,1,1,7
7,10 03 2023,4,2,2,2,14
7,13 03 2023,4,1,1,1,7
7,15 03 2023,4,3,3,3,21
7,16 03 2023,4,1,1,1,7
7,17 03 2023,4,1,1,1,7
7,21 03 2023,4,3,3,3,21
7,22 03 2023,4,1,1,1,7
7,23 03 2023,4,4,7,7,28
7,27 03 2023,4,1,3,3,7
7,29 03 2023,4,2,2,2,14
7,30 03 2023,4,1,1,1,7
7,3 04 2023,4,1,1,1,7
7,7 04 2023,4,1,1,1,7
7,8 04 2023,4,2,2,2,14
7,12 04 2023,4,1,4,4,7
7,13 04 2023,4,3,4,4,21
7,15 04 2023,4,1,1,1,7
8,18 05 2021,4,2,2,2,14
8,19 05 2021,4,4,6,6,28
8,20 05 2021,4,3,3,3,21
8,21 05 2021,4,4,14,14,28
8,22 05 2021,4,4,14,14,28
8,24 05 2021,4,2,2,2,14
8,27 05 2021,4,3,3,3,21
8,28 05 2021,4,2,2,2,14
8,31 05 2021,4,4,4,4,28
8,1 06 2021,4,3,3,3,21
8,2 06 2021,4,2,2,2,14
8,3 06 2021,4,3,4,4,21
8,4 06 2021,4,4,4,4,28
8,5 06 2021,4,3,3,3,21
8,9 06 2021,4,1,1,1,7
8,10 06 2021,4,1,1,1,7
8,11 06 2021,4,2,2,2,14
8,14 06 2021,4,1,1,1,7
8,15 06 2021,4,2,2,2,14
8,17 06 2021,4,1,1,1,7
8,19 06 2021,4,1,1,1,7
8,22 06 2021,4,3,3,3,21
8,23 06 2021,4,2,2,2,14
8,24 06 2021,4,2,2,2,14
8,25 06 2021,4,1,2,2,7
8,26 06 2021,4,1,1,1,7
8,3 07 2021,4,1,2,2,7
8,5 07 2021,4,1,1,1,7
8,7 07 2021,4,1,2,2,7
8,8 07 2021,4,1,1,1,7
8,11 07 2021,4,1,1,1,7
8,14 07 2021,4,1,1,1,7
8,15 07 2021,4,3,3,3,21
8,21 07 2021,4,3,3,3,21
8,22 07 2021,4,1,1,1,7
8,23 07 2021,4,1,1,1,7
8,27 07 2021,4,1,1,1,7
8,28 07 2021,4,2,2,2,14
8,30 07 2021,4,1,1,1,7
8,1 09 2021,4,2,2,2,14
8,3 09 2021,4,3,3,3,21
8,4 09 2021,4,3,3,3,21
8,5 09 2021,4,4,4,4,28
8,6 09 2021,4,4,5,5,28
8,7 09 2021,4,2,2,2,14
8,8 09 2021,4,1,1,1,7
8,14 09 2021,4,4,7,7,28
8,15 09 2021,4,4,6,6,28
8,23 09 2021,4,3,3,3,21
8,28 09 2021,4,1,1,1,7
8,29 09 2021,4,1,1,1,7
8,4 10 2021,4,1,1,1,7
8,6 10 2021,4,1,1,1,7
8,9 10 2021,4,1,1,1,7
8,11 10 2021,4,1,1,1,7
8,12 10 2021,4,1,1,1,7
8,22 10 2021,4,1,1,1,7
8,26 10 2021,4,1,1,1,7
8,3 11 2021,4,1,1,1,7
8,5 11 2021,4,1,1,1,7
8,8 11 2021,4,1,1,1,7
8,10 11 2021,4,1,1,1,7
8,13 11 2021,4,1,1,1,7
8,15 11 2021,4,1,1,1,7
8,16 11 2021,4,1,1,1,7
8,17 11 2021,4,1,1,1,7
8,18 11 2021,4,1,1,1,7
8,22 11 2021,4,2,2,2,14
8,23 11 2021,4,2,2,2,14
8,24 11 2021,4,1,1,1,7
8,25 11 2021,4,2,2,2,14
8,29 11 2021,4,1,1,1,7
8,1 12 2021,4,2,2,2,14
8,2 12 2021,4,1,1,1,7
8,8 12 2021,4,2,2,2,14
8,9 12 2021,4,1,1,1,7
8,13 12 2021,4,4,5,5,28
8,20 12 2021,4,2,2,2,14
8,21 12 2021,4,3,3,3,21
8,22 12 2021,4,1,1,1,7
8,24 12 2021,4,2,2,2,14
8,27 12 2021,4,3,3,3,21
8,28 12 2021,4,2,2,2,14
8,29 12 2021,4,1,1,1,7
8,3 01 2022,4,4,7,7,28
8,4 01 2022,4,2,2,2,14
8,5 01 2022,4,4,4,4,28
8,6 01 2022,4,4,6,6,28
8,10 01 2022,4,1,1,1,7
8,11 01 2022,4,3,3,3,21
8,12 01 2022,4,1,1,1,7
8,13 01 2022,4,1,1,1,7
8,15 01 2022,4,4,4,4,28
8,17 01 2022,4,1,1,1,7
8,20 01 2022,4,1,1,1,7
8,21 01 2022,4,3,3,3,21
8,24 01 2022,4,1,1,1,7
8,26 01 2022,4,2,2,2,14
8,27 01 2022,4,2,2,2,14
8,28 01 2022,4,2,2,2,14
8,30 01 2022,4,1,1,1,7
8,2 02 2022,4,1,1,1,7
8,4 02 2022,4,2,2,2,14
8,7 02 2022,4,1,1,1,7
8,9 02 2022,4,4,4,4,28
8,11 02 2022,4,4,5,5,28
8,14 02 2022,4,4,4,4,28
8,15 02 2022,4,1,1,1,7
8,17 02 2022,4,1,1,1,7
8,19 02 2022,4,1,1,1,7
8,20 02 2022,4,2,2,2,14
8,23 02 2022,4,4,8,8,28
8,24 02 2022,4,2,2,2,14
8,28 02 2022,4,1,1,1,7
8,5 03 2022,4,1,1,1,7
8,7 03 2022,4,3,3,3,21
8,8 03 2022,4,1,1,1,7
8,9 03 2022,4,4,7,7,28
8,11 03 2022,4,1,1,1,7
8,12 03 2022,4,1,1,1,7
8,14 03 2022,4,4,4,4,28
8,15 03 2022,4,1,1,1,7
8,17 03 2022,4,1,1,1,7
8,18 03 2022,4,2,2,2,14
8,19 03 2022,4,2,2,2,14
8,21 03 2022,4,4,5,5,28
8,24 03 2022,4,1,1,1,7
8,25 03 2022,4,1,1,1,7
8,26 03 2022,4,1,1,1,7
8,28 03 2022,4,1,1,1,7
8,30 03 2022,4,3,3,3,21
8,1 04 2022,4,3,3,3,21
8,4 04 2022,4,3,3,3,21
8,6 04 2022,4,4,4,4,28
8,11 04 2022,4,2,2,2,14
8,12 04 2022,4,3,3,3,21
8,13 04 2022,4,4,8,8,28
8,18 04 2022,4,4,4,4,28
8,19 04 2022,4,1,1,1,7
8,20 04 2022,4,1,1,1,7
8,21 04 2022,4,2,2,2,14
8,27 04 2022,4,1,1,1,7
8,28 04 2022,4,1,1,1,7
8,2 05 2022,4,4,5,5,28
8,3 05 2022,4,4,4,4,28
8,4 05 2022,4,4,9,9,28
8,5 05 2022,4,4,10,10,28
8,6 05 2022,4,2,2,2,14
8,7 05 2022,4,2,2,2,14
8,9 05 2022,4,4,7,7,28
8,10 05 2022,4,1,1,1,7
8,11 05 2022,4,4,4,4,28
8,12 05 2022,4,2,2,2,14
8,13 05 2022,4,4,12,12,28
8,14 05 2022,4,4,5,5,28
8,17 05 2022,4,4,4,4,28
8,18 05 2022,4,3,3,3,21
8,19 05 2022,4,1,1,1,7
8,20 05 2022,4,4,4,4,28
8,23 05 2022,4,4,7,7,28
8,25 05 2022,4,4,7,7,28
8,27 05 2022,4,1,1,1,7
8,28 05 2022,4,4,5,5,28
8,30 05 2022,4,4,8,8,28
8,2 06 2022,4,3,4,4,21
8,3 06 2022,4,2,2,2,14
8,7 06 2022,4,4,10,10,28
8,8 06 2022,4,3,3,3,21
8,9 06 2022,4,2,2,2,14
8,10 06 2022,4,1,1,1,7
8,13 06 2022,4,4,5,5,28
8,14 06 2022,4,1,1,1,7
8,16 06 2022,4,2,2,2,14
8,17 06 2022,4,4,7,7,28
8,18 06 2022,4,2,2,2,14
8,20 06 2022,4,1,1,1,7
8,22 06 2022,4,3,3,3,21
8,24 06 2022,4,4,6,6,28
8,27 06 2022,4,3,3,3,21
8,28 06 2022,4,4,7,7,28
8,29 06 2022,4,2,2,2,14
8,30 06 2022,4,1,1,1,7
8,4 07 2022,4,4,4,4,28
8,5 07 2022,4,2,2,2,14
8,7 07 2022,4,2,2,2,14
8,8 07 2022,4,1,1,1,7
8,9 07 2022,4,1,1,1,7
8,11 07 2022,4,3,3,3,21
8,12 07 2022,4,1,1,1,7
8,13 07 2022,4,2,2,2,14
8,14 07 2022,4,1,1,1,7
8,19 10 2022,4,3,3,3,21
8,21 10 2022,4,3,3,3,21
8,24 10 2022,4,2,2,2,14
9,3 01 2020,4,1,1,1,7
9,1 04 2022,4,4,8,8,28
9,4 04 2022,4,4,20,20,28
9,5 04 2022,4,4,12,12,28
9,6 04 2022,4,4,11,11,28
9,7 04 2022,4,4,4,4,28
9,8 04 2022,4,4,8,8,28
9,11 04 2022,4,4,4,4,28
9,12 04 2022,4,4,17,17,28
9,13 04 2022,4,4,12,12,28
9,15 04 2022,4,4,4,4,28
9,16 04 2022,4,4,5,5,28
9,18 04 2022,4,4,12,12,28
9,19 04 2022,4,4,9,9,28
9,22 04 2022,4,4,4,4,28
9,25 04 2022,4,2,4,4,14
9,26 04 2022,4,3,4,4,21
9,29 04 2022,4,4,6,6,28
9,3 05 2022,4,4,9,9,28
9,4 05 2022,4,4,10,10,28
9,5 05 2022,4,1,1,1,7
9,8 05 2022,4,1,1,1,7
9,9 05 2022,4,4,5,5,28
9,13 05 2022,4,4,4,4,28
9,14 05 2022,4,1,1,1,7
9,16 05 2022,4,4,4,4,28
9,17 05 2022,4,4,4,4,28
9,18 05 2022,4,4,4,4,28
9,19 05 2022,4,4,4,4,28
9,20 05 2022,4,1,1,1,7
9,23 05 2022,4,4,4,4,28
9,25 05 2022,4,4,5,5,28
9,30 05 2022,4,4,12,12,28
9,31 05 2022,4,4,11,11,28
9,1 06 2022,4,4,10,10,28
9,3 06 2022,4,4,4,4,28
9,5 06 2022,4,3,3,3,21
9,7 06 2022,4,2,4,4,14
9,9 06 2022,4,2,2,2,14
9,10 06 2022,4,3,3,3,21
9,13 06 2022,4,1,1,1,7
9,14 06 2022,4,1,1,1,7
9,17 06 2022,4,4,6,6,28
9,20 06 2022,4,4,6,6,28
9,21 06 2022,4,4,7,7,28
9,23 06 2022,4,2,2,2,14
9,24 06 2022,4,1,1,1,7
9,25 06 2022,4,1,1,1,7
9,29 06 2022,4,4,4,4,28
9,30 06 2022,4,4,4,4,28
9,1 07 2022,4,1,1,1,7
9,4 07 2022,4,4,4,4,28
9,6 07 2022,4,4,4,4,28
9,7 07 2022,4,2,2,2,14
9,8 07 2022,4,4,4,4,28
9,11 07 2022,4,4,4,4,28
9,13 07 2022,4,1,1,1,7
9,14 07 2022,4,2,2,2,14
9,15 07 2022,4,4,4,4,28
9,18 07 2022,4,3,3,3,21
9,19 07 2022,4,4,5,5,28
9,21 07 2022,4,1,1,1,7
9,22 07 2022,4,4,5,5,28
9,27 07 2022,4,4,9,9,28
9,2 08 2022,4,4,7,7,28
9,3 08 2022,4,3,3,3,21
9,4 08 2022,4,2,2,2,14
9,6 08 2022,4,2,3,3,14
9,8 08 2022,4,4,4,4,28
9,9 08 2022,4,4,4,4,28
9,10 08 2022,4,1,1,1,7
9,13 08 2022,4,2,2,2,14
9,16 08 2022,4,4,7,7,28
9,22 08 2022,4,2,2,2,14
9,23 08 2022,4,3,3,3,21
9,24 08 2022,4,2,2,2,14
9,1 09 2022,4,3,3,3,21
9,2 09 2022,4,1,1,1,7
9,5 09 2022,4,1,1,1,7
9,6 09 2022,4,2,2,2,14
9,7 09 2022,4,3,3,3,21
9,8 09 2022,4,2,2,2,14
9,9 09 2022,4,3,3,3,21
9,12 09 2022,4,4,4,4,28
9,15 09 2022,4,4,4,4,28
9,16 09 2022,4,1,1,1,7
9,19 09 2022,4,3,3,3,21
9,20 09 2022,4,4,7,7,28
9,22 09 2022,4,4,8,8,28
9,23 09 2022,4,4,16,16,28
9,26 09 2022,4,4,28,28,28
9,27 09 2022,4,4,32,32,28
9,28 09 2022,4,4,24,24,28
9,29 09 2022,4,4,8,8,28
9,30 09 2022,4,1,1,1,7
9,2 10 2022,4,1,1,1,7
